2022 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0907 ,Local CCP ,"AMERIGROUP IOWA, INC. ",Amerigroup Iowa ,Anthem Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,100%,97%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0908 ,Local CCP ,"BUCKEYE COMMUNITY HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,71%,80%,72%,40%,53%,99%,96%,Not enough data available ,56%,89%,62%,Not enough data available ,54%,Not enough data available ,20%,85%,83,81,91,87,86,Not enough data available ,0.38,28%,Not enough data available ,Not enough data available ,Not enough data available ,97%,95%,0.38,28%,Medicare shows only a Star Rating for this topic ,84,88,91,81%,80%,80%,92%,87%
H0913 ,Local CCP ,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC. ",Wellcare ,Centene Corporation ,64%,60%,67%,50%,71%,96%,97%,Not enough data available ,71%,97%,64%,84%,66%,Not enough data available ,57%,86%,Not enough data available ,76,88,85,85,Not enough data available ,0.92,29%,Medicare shows only a Star Rating for this topic ,97%,92%,97%,95%,0.92,29%,Medicare shows only a Star Rating for this topic ,87,Not enough data available ,94,84%,84%,81%,88%,85%
H0927 ,Demo ,HEALTH CARE SERVICE CORPORATION ,Blue Cross Community MMAI ,Health Care Service Corporation ,No data available ,No data available ,No data available ,No data available ,No data available ,Plan not required to report measure ,Plan not required to report measure ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available ,No data available
H0969 ,Local CCP ,WELLCARE HEALTH INSURANCE COMPANY OF NEW HAMPSHIRE ,Wellcare ,Centene Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,95%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,92,78%,90%,88%,84%,76%
H0978 ,Local CCP ,"SCAN HEALTH PLAN NEVADA, INC. ",SCAN Health Plan ,SCAN Group ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0982 ,Local CCP ,"SOLIS HEALTH PLANS, INC. ",Solis Health Plans ,"Athena Healthcare Holdings, LLC ",Not enough data available ,24%,60%,62%,60%,32%,28%,Not enough data available ,24%,97%,42%,Not enough data available ,Not enough data available ,Not enough data available ,19%,Not enough data available ,88,77,91,94,88,89,0.14,44%,Not enough data available ,Not enough data available ,Not enough data available ,95%,97%,0.14,44%,Medicare shows only a Star Rating for this topic ,92,Not enough data available ,97,90%,91%,86%,66%,91%
H1016 ,Local CCP ,"AVMED, INC. ",AvMed Medicare ,"AvMed, Inc. ",80%,77%,69%,55%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,44%,77%,97%,86%,73%,63%,49%,73%,83%,84,77,91,87,88,87,0.1,9%,Medicare shows only a Star Rating for this topic ,98%,96%,98%,97%,0.1,9%,Medicare shows only a Star Rating for this topic ,86,91,84,87%,91%,88%,85%,84%
H1019 ,Local CCP ,"CAREPLUS HEALTH PLANS, INC. ","CarePlus Health Plans, Inc. ",Humana Inc. ,82%,87%,65%,54%,82%,96%,97%,70%,79%,98%,85%,86%,68%,41%,84%,87%,83,79,92,89,92,86,0.27,13%,Medicare shows only a Star Rating for this topic ,98%,99%,98%,98%,0.27,13%,Medicare shows only a Star Rating for this topic ,90,92,91,91%,91%,88%,93%,90%
H1032 ,Local CCP ,"WELLCARE OF FLORIDA, INC. ",Wellcare ,Centene Corporation ,77%,75%,64%,52%,67%,93%,93%,64%,85%,98%,80%,75%,59%,Not enough data available ,72%,82%,85,78,89,87,88,87,0.39,17%,Medicare shows only a Star Rating for this topic ,96%,98%,97%,95%,0.39,17%,Medicare shows only a Star Rating for this topic ,87,92,93,88%,89%,87%,91%,88%
H1035 ,Local CCP ,"FLORIDA BLUE MEDICARE, INC. ",Florida Blue HMO ,Guidewell Mutual Holding Corporation ,77%,84%,74%,52%,81%,98%,97%,62%,73%,96%,83%,76%,51%,40%,65%,80%,86,80,92,88,89,87,0.17,14%,Medicare shows only a Star Rating for this topic ,99%,91%,96%,93%,0.17,14%,Medicare shows only a Star Rating for this topic ,89,93,96,84%,88%,86%,76%,85%
H1036 ,Local CCP ,"HUMANA MEDICAL PLAN, INC. ",Humana ,Humana Inc. ,80%,82%,68%,49%,55%,97%,97%,58%,82%,98%,87%,81%,54%,46%,88%,85%,84,78,91,86,91,86,0.1,9%,Medicare shows only a Star Rating for this topic ,97%,97%,100%,98%,0.1,9%,Medicare shows only a Star Rating for this topic ,90,93,91,88%,89%,88%,89%,89%
H1045 ,Local CCP ,"PREFERRED CARE PARTNERS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",80%,80%,71%,54%,78%,95%,96%,69%,80%,97%,87%,76%,53%,45%,81%,82%,83,78,92,89,89,86,0.1,14%,Medicare shows only a Star Rating for this topic ,100%,99%,99%,100%,0.1,14%,Medicare shows only a Star Rating for this topic ,88,92,93,87%,89%,87%,85%,85%
H1099 ,Local CCP ,HEALTH FIRST HEALTH PLANS ,"Health First Health Plans, Inc. ","Health First Shared Services, Inc. ",79%,80%,77%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,41%,75%,95%,88%,75%,49%,50%,84%,81%,84,80,92,88,89,85,0.07,5%,Medicare shows only a Star Rating for this topic ,100%,99%,97%,95%,0.07,5%,Medicare shows only a Star Rating for this topic ,87,92,98,86%,88%,87%,90%,76%
H1109 ,Local CCP ,AETNA HEALTH INC.(GA) ,Aetna Medicare ,CVS Health Corporation ,72%,75%,68%,55%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,68%,97%,84%,80%,60%,50%,92%,85%,85,79,91,87,87,86,0.22,26%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,100%,96%,0.22,26%,Medicare shows only a Star Rating for this topic ,85,91,97,85%,86%,84%,75%,81%
H1111 ,Local CCP ,"UNITEDHEALTHCARE OF GEORGIA, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",69%,74%,77%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,57%,74%,97%,88%,83%,48%,40%,57%,84%,85,79,90,88,87,85,0.13,10%,Medicare shows only a Star Rating for this topic ,100%,97%,100%,100%,0.13,10%,Medicare shows only a Star Rating for this topic ,87,91,93,80%,87%,85%,87%,79%
H1112 ,Local CCP ,"WELLCARE OF GEORGIA, INC. ",Wellcare ,Centene Corporation ,70%,64%,60%,53%,70%,90%,90%,55%,65%,95%,63%,72%,56%,36%,58%,81%,85,78,91,88,88,87,0.26,14%,Medicare shows only a Star Rating for this topic ,93%,92%,97%,95%,0.26,14%,Medicare shows only a Star Rating for this topic ,88,92,93,82%,83%,81%,88%,83%
H1119 ,Local CCP ,"TSG GUARD, INC. ",Valor Health Plan ,"The Schroer Group, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,100%,100%,99%,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,89%,91%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,99,97%,90%,95%,93%,79%
H1170 ,Local CCP ,"KAISER FOUNDATION HP OF GA, INC. ",Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",80%,84%,80%,65%,78%,97%,97%,71%,85%,98%,88%,86%,55%,48%,96%,84%,80,77,92,88,89,85,0.08,3%,Medicare shows only a Star Rating for this topic ,100%,96%,100%,97%,0.08,3%,Medicare shows only a Star Rating for this topic ,92,93,100,87%,89%,89%,92%,88%
H1181 ,MSA ,NETWORK HEALTH INSURANCE CORPORATION ,Network Health Medicare Advantage Plans ,"Network Health, Inc. ",62%,68%,63%,43%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Benefit not offered by plan ,72%,96%,85%,Benefit not offered by plan ,39%,49%,79%,Benefit not offered by plan ,86,83,93,87,87,88,0,13%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,Not enough data available ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure
H1189 ,Local CCP ,CHRISTUS HEALTH PLAN ,CHRISTUS Health Plan Generations ,CHRISTUS Health ,63%,57%,67%,46%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,65%,97%,78%,61%,51%,39%,75%,66%,84,79,90,87,87,91,0.53,13%,Medicare shows only a Star Rating for this topic ,76%,93%,85%,86%,0.53,13%,Medicare shows only a Star Rating for this topic ,87,91,99,81%,83%,84%,73%,77%
H1205 ,Local CCP ,"INTEGRA MLTC, INC ",Integra Managed Care ,Personal Touch Holding Corp. ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,90%,89%,No data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Plan not required to report ,Not enough data available
H1215 ,Local CCP ,"NEBRASKA TOTAL CARE, INC. ",Wellcare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1225 ,Local CCP ,"HOPKINS HEALTH ADVANTAGE, INC. ",Johns Hopkins HealthCare ,Johns Hopkins Healthcare LLC ,72%,75%,82%,50%,No data available ,No data available ,No data available ,Not enough data available ,62%,95%,80%,65%,55%,46%,62%,87%,81,78,91,85,83,85,0.16,8%,Medicare shows only a Star Rating for this topic ,80%,86%,97%,97%,0.16,8%,Medicare shows only a Star Rating for this topic ,84,90,94,84%,87%,85%,86%,85%
H1230 ,Local CCP ,"KAISER FOUNDATION HP, INC. ",Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",88%,85%,81%,52%,81%,99%,96%,72%,86%,98%,88%,92%,56%,44%,95%,89%,83,80,91,89,90,85,0.03,1%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,100%,97%,0.03,1%,Medicare shows only a Star Rating for this topic ,91,94,100,90%,92%,92%,90%,90%
H1248 ,Local CCP ,LOUISIANA HEALTH SERVICE & INDEMNITY COMPANY ,Blue Cross and Blue Shield of Louisiana ,Louisiana Health Service & Indemnity Company ,82%,68%,74%,53%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,68%,93%,74%,84%,50%,53%,39%,78%,85,79,92,88,88,87,0.26,8%,Not enough data available ,96%,100%,92%,75%,0.26,8%,Medicare shows only a Star Rating for this topic ,86,90,98,86%,86%,86%,84%,79%
H1277 ,Local CCP ,"ALIGN SENIOR CARE, INC. ",Align Senior Care ,"Innovative Long Term Care Management, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,No data available ,No data available ,No data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,32%,41%,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available
H1278 ,Local CCP ,HARKEN HEALTH INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",74%,77%,77%,50%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,27%,73%,95%,84%,80%,47%,42%,61%,81%,85,78,90,87,87,86,0.17,16%,Not enough data available ,99%,100%,100%,100%,0.17,16%,Medicare shows only a Star Rating for this topic ,86,91,93,85%,87%,87%,84%,81%
H1280 ,Local CCP ,"ETERNALHEALTH,INC. ",eternalHealth ,"Eternal Health of Delaware, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1290 ,Local CCP ,"DEVOTED HEALTH PLAN OF FLORIDA, INC. ",Devoted Health ,"Devoted Health, Inc. ",Not enough data available ,73%,66%,54%,No data available ,No data available ,No data available ,Not enough data available ,76%,98%,86%,79%,53%,Not enough data available ,82%,88%,83,78,94,88,92,86,0.13,19%,Not enough data available ,100%,100%,92%,95%,0.13,19%,Medicare shows only a Star Rating for this topic ,88,90,89,91%,93%,92%,90%,87%
H1302 ,Local CCP ,"BLUE CROSS OF IDAHO CARE PLUS, INC. ",Blue Cross of Idaho ,"Blue Cross of Idaho Health Services, Inc. ",57%,63%,60%,40%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Benefit not offered by plan ,Not enough data available ,Not enough data available ,Not enough data available ,Benefit not offered by plan ,49%,Not enough data available ,48%,Benefit not offered by plan ,83,81,92,86,88,87,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,97%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure
H1304 ,Local CCP ,REGENCE BLUESHIELD OF IDAHO ,Regence BlueShield Of Idaho ,"Cambia Health Solutions, Inc. ",78%,80%,78%,51%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,81%,95%,87%,84%,48%,50%,54%,80%,85,84,92,88,88,87,0.03,4%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,100%,95%,0.03,4%,Medicare shows only a Star Rating for this topic ,85,90,95,84%,88%,89%,83%,74%
H1350 ,Local CCP ,"BLUE CROSS OF IDAHO CARE PLUS, INC. ",Blue Cross of Idaho ,"Blue Cross of Idaho Health Services, Inc. ",70%,73%,77%,45%,64%,85%,99%,33%,75%,96%,75%,82%,54%,50%,79%,85%,86,82,92,87,87,87,0.06,4%,Medicare shows only a Star Rating for this topic ,99%,93%,92%,92%,0.06,4%,Medicare shows only a Star Rating for this topic ,86,92,92,84%,88%,88%,81%,74%
H1352 ,Local CCP ,"BLUE-ADVANTAGE PLUS OF KANSAS CITY, INC. ",Blue Medicare Advantage ,Blue Cross and Blue Shield of Kansas City ,71%,79%,77%,54%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,69%,96%,83%,78%,57%,47%,64%,86%,86,82,92,89,89,87,0.15,19%,Medicare shows only a Star Rating for this topic ,97%,92%,98%,97%,0.15,19%,Medicare shows only a Star Rating for this topic ,89,90,86,84%,89%,89%,84%,81%
H1353 ,Local CCP ,"WELLCARE OF WASHINGTON, INC. ",Wellcare ,Centene Corporation ,Not enough data available ,Not enough data available ,66%,Plan too new to be measured ,60%,No data available ,No data available ,Not enough data available ,68%,97%,69%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,69%,Not enough data available ,Not enough data available ,70,Not enough data available ,Not enough data available ,75,Not enough data available ,1.56,37%,Not enough data available ,Not enough data available ,Not enough data available ,97%,95%,1.56,37%,Not enough data available ,81,Not enough data available ,94,90%,88%,84%,78%,88%
H1360 ,Local CCP ,"HEALTH PLAN OF NEVADA, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,98%,100%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1365 ,Local CCP ,"MARTIN'S POINT GENERATIONS ADVANTAGE, INC. ",Martin's Point Generations Advantage ,"Martin's Point Health Care, Inc. ",76%,75%,82%,49%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,79%,93%,85%,Not enough data available ,40%,50%,75%,90%,85,86,94,88,89,88,0,17%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,98%,97%,0,17%,Medicare shows only a Star Rating for this topic ,87,93,90,90%,91%,92%,95%,81%
H1372 ,Local CCP ,"MARQUIS ADVANTAGE, INC. ",AgeRight Advantage ,"Marquis Companies I, Inc. ",Not enough data available ,Not enough data available ,Plan too small to be measured ,No data available ,88%,100%,99%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,No data available ,No data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,98%,95%,Not enough data available ,Not enough data available ,Medicare shows only a Star Rating for this topic ,Plan too small to be measured ,Plan too small to be measured ,89,90%,91%,93%,95%,87%
H1375 ,Local CCP ,"UNITEDHEALTHCARE COMMUNITY PLAN OF CALIFORNIA, INC ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too new to be measured ,79%,71%,72%,Not enough data available ,47%,93%,61%,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,35%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,34%,Not enough data available ,Not enough data available ,Not enough data available ,98%,100%,Not enough data available ,34%,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,93,88%,84%,84%,93%,82%
H1395 ,Local CCP ,"NEBRASKA TOTAL CARE, INC. ",Wellcare ,Centene Corporation ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1415 ,Local CCP ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna ,CIGNA ,73%,73%,72%,55%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,73%,97%,81%,77%,63%,34%,80%,84%,79,75,89,86,87,87,0.18,17%,Medicare shows only a Star Rating for this topic ,97%,98%,97%,97%,0.18,17%,Medicare shows only a Star Rating for this topic ,86,89,99,80%,85%,83%,84%,88%
H1416 ,Local CCP ,"HARMONY HEALTH PLAN,  INC. ",Wellcare ,Centene Corporation ,66%,64%,67%,41%,71%,89%,90%,48%,66%,95%,61%,71%,53%,35%,57%,81%,84,77,91,85,87,Not enough data available ,0.36,22%,Medicare shows only a Star Rating for this topic ,96%,97%,97%,95%,0.36,22%,Medicare shows only a Star Rating for this topic ,87,Not enough data available ,93,81%,82%,80%,87%,82%
H1423 ,Local CCP ,"AMERIGROUP OHIO, INC. ",Amerigroup ,Anthem Inc. ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,99%,98%,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H1426 ,Local CCP ,"VITALITY HEALTH PLAN OF CALIFORNIA, INC. ",Vitality Health Plan of California ,"Vitality Health Plans, Inc. ",Not enough data available ,38%,59%,52%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,63%,91%,66%,85%,Not enough data available ,Not enough data available ,33%,82%,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,0.13,11%,Not enough data available ,87%,91%,98%,100%,0.13,11%,Medicare shows only a Star Rating for this topic ,Not enough data available ,Not enough data available ,95,88%,88%,86%,81%,88%
H1436 ,Local CCP ,"ABSOLUTE TOTAL CARE, INC. ",Wellcare by Allwell ,Centene Corporation ,74%,65%,65%,41%,74%,95%,98%,Not enough data available ,63%,95%,64%,72%,Not enough data available ,Not enough data available ,42%,82%,79,73,89,Not enough data available ,86,Not enough data available ,0.32,26%,Medicare shows only a Star Rating for this topic ,73%,Not enough data available ,97%,95%,0.32,26%,Medicare shows only a Star Rating for this topic ,87,Not enough data available ,91,80%,81%,80%,89%,81%
H1463 ,Local CCP ,"HEALTH ALLIANCE CONNECT, INC. ",Health Alliance Medicare ,The Carle Foundation ,76%,76%,78%,48%,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,36%,67%,92%,78%,83%,47%,43%,64%,83%,84,82,94,90,89,89,0.06,5%,Medicare shows only a Star Rating for this topic ,99%,85%,69%,69%,0.06,5%,Medicare shows only a Star Rating for this topic ,87,89,88,88%,90%,87%,86%,81%
